package,import_name,layer,framework,down_pkgs,gh_downstream,woc_downstream,comb_downstream
deepmorpheus,deepmorpheus,3,pytorch,0,1,1,2
torch-kitti,torch_kitti,2,pytorch,0,0,1,1
torch-kitti,torch_kitti,3,pytorch,0,0,1,1
melime,melime,3,pytorch,0,0,2,2
melime,melime,2,pytorch,0,0,2,2
doc-parser,,2,pytorch,0,0,0,0
doc-parser,,3,pytorch,0,0,0,0
compressai,compressai,3,pytorch,1,6,1,7
compressai,compressai,2,pytorch,1,6,1,7
cogdata,cogdata,2,pytorch,0,1,1,2
fastestimator,fastestimator,3,pytorch,0,0,7,7
fastestimator,fastestimator,2,pytorch,0,0,7,7
unpackai,unpackai,3,pytorch,0,0,0,0
batch-face,batch_face,2,pytorch,0,4,1,5
batch-face,batch_face,3,pytorch,0,4,1,5
forecasttime,forecasttime,2,pytorch,0,0,0,0
mrspuff,mrspuff,3,pytorch,0,0,0,0
unbabel-comet,,3,pytorch,0,0,0,0
unbabel-comet,,2,pytorch,0,0,0,0
transformer-embedder,transformer_embedder,2,pytorch,0,0,0,0
yikai-package,,3,pytorch,0,0,0,0
satzreduktion,satzreduktion,3,pytorch,0,0,1,1
ocrd-kraken,ocrd_kraken,3,pytorch,0,0,2,2
electra-pytorch,electra_pytorch,2,pytorch,0,1,1,2
bestOf,bestOf,3,pytorch,0,0,0,0
bestOf,bestOf,2,pytorch,0,0,0,0
tsbatteries,tsbatteries,2,pytorch,0,0,0,0
tsbatteries,tsbatteries,3,pytorch,0,0,0,0
torch-ort,torch_ort,2,pytorch,0,0,1,1
wf-pytorch-yolo-v4,,2,pytorch,0,0,0,0
pororo,pororo,2,pytorch,1,36,2,38
pororo,pororo,3,pytorch,1,36,2,38
ringkasan,,3,pytorch,0,0,0,0
kaggle-timm-pretrained,,3,pytorch,0,0,0,0
vintools,vintools,3,pytorch,0,0,0,0
vintools,vintools,2,pytorch,0,0,0,0
gibson,gibson,3,pytorch,0,0,20,20
multicombo,multicombo,3,pytorch,0,0,0,0
translatehtml,translatehtml,4,pytorch,1,0,0,0
ceml,ceml,2,pytorch,0,2,3,5
rxnmapper,rxnmapper,2,pytorch,0,0,2,2
arkab,arkab,2,pytorch,0,0,0,0
FF-profiler,,2,pytorch,0,0,0,0
FF-profiler,,3,pytorch,0,0,0,0
pymia,pymia,2,pytorch,0,0,11,11
nimblephysics,nimblephysics,2,pytorch,0,0,0,0
collaborative-filtering,collaborative_filtering,2,pytorch,0,0,136,136
torch-snake,,2,pytorch,0,0,0,0
subseasonal-toolkit,,3,pytorch,0,0,0,0
subseasonal-toolkit,,2,pytorch,0,0,0,0
ptflops,ptflops,2,pytorch,2,182,163,329
x-deep,xdeep,3,pytorch,0,0,3,3
x-deep,xdeep,2,pytorch,0,0,3,3
simpa,simpa,2,pytorch,0,0,0,0
exptool,exptool,2,pytorch,0,0,4,4
recsys-recoder,recoder,2,pytorch,0,1,27,27
diaparser,diaparser,3,pytorch,0,4,2,5
diaparser,diaparser,2,pytorch,0,4,2,5
nowcasting-dataset,nowcasting_dataset,3,pytorch,3,0,0,0
nowcasting-dataset,nowcasting_dataset,2,pytorch,3,0,0,0
h-transformer-1d,h_transformer_1d,2,pytorch,0,0,0,0
h-transformer-1d,h_transformer_1d,3,pytorch,0,0,0,0
tkit-mlp-pytorch,tkit_mlp_pytorch,3,pytorch,1,0,0,0
ltp,ltp,3,pytorch,2,46,88,128
ltp,ltp,2,pytorch,2,46,88,128
nfnets-pytorch,nfnets,2,pytorch,0,4,3,7
nfnets-pytorch,nfnets,3,pytorch,0,4,3,7
displayarray,displayarray,3,pytorch,1,2,5,6
torch-hypothesis,,3,pytorch,0,0,0,0
torch-hypothesis,,2,pytorch,0,0,0,0
nbeats-pytorch,nbeats_pytorch,3,pytorch,3,0,10,10
nbeats-pytorch,nbeats_pytorch,2,pytorch,3,0,10,10
torchexpo,torchexpo,2,pytorch,0,1,1,1
torchexpo,torchexpo,3,pytorch,0,1,1,1
torchflare,torchflare,3,pytorch,0,4,0,4
torchflare,torchflare,2,pytorch,0,4,0,4
deepcoil,deepcoil,3,pytorch,0,0,1,1
deepcoil,deepcoil,2,pytorch,0,0,1,1
pycode2seq,pycode2seq,3,pytorch,0,1,0,1
pycode2seq,pycode2seq,2,pytorch,0,1,0,1
audiozen,,3,pytorch,0,0,0,0
audiozen,,2,pytorch,0,0,0,0
cellpose-napari,cellpose_napari,3,pytorch,1,0,0,0
alexnet-pytorch,alexnet_pytorch,2,pytorch,0,0,7,7
alexnet-pytorch,alexnet_pytorch,3,pytorch,0,0,7,7
nestedtensor,,2,pytorch,0,0,0,0
torchfuel,torchfuel,3,pytorch,0,0,2,2
torchfuel,torchfuel,2,pytorch,0,0,2,2
incendio,incendio,2,pytorch,0,0,5,5
turques,turques,2,pytorch,0,0,0,0
autotron,,2,pytorch,0,0,0,0
autotron,,3,pytorch,0,0,0,0
lpips,lpips,3,pytorch,1,177,120,275
lpips,lpips,2,pytorch,1,177,120,275
backpack-for-pytorch,backpack,3,pytorch,1,0,134,134
backpack-for-pytorch,backpack,2,pytorch,1,0,134,134
tianshou,tianshou,2,pytorch,0,41,58,91
torchdyn,,2,pytorch,0,0,0,0
torchdyn,,3,pytorch,0,0,0,0
hd-glio,hd_glio,3,pytorch,0,0,1,1
hd-glio,hd_glio,2,pytorch,0,0,1,1
poutyne-transformers,,2,pytorch,0,0,0,0
poutyne-transformers,,3,pytorch,0,0,0,0
mtSC,mtSC,2,pytorch,0,0,0,0
skillful-nowcasting,skillful_nowcasting,3,pytorch,1,0,0,0
skillful-nowcasting,skillful_nowcasting,2,pytorch,1,0,0,0
rz-colorization,colorizers,2,pytorch,0,0,14,14
treform,treform,3,pytorch,1,0,0,0
treform,treform,2,pytorch,1,0,0,0
torchcam,torchcam,2,pytorch,0,17,7,23
sbi,sbi,2,pytorch,2,14,35,47
sbi,sbi,3,pytorch,2,14,35,47
blokus-gym,blokus_gym,2,pytorch,0,0,1,1
dpm360-lightsaber,lightsaber,2,pytorch,0,0,14,14
my-anatome,,2,pytorch,0,0,0,0
my-anatome,,3,pytorch,0,0,0,0
gperc,,2,pytorch,0,0,0,0
dnnf,,2,pytorch,0,0,0,0
dnnf,,3,pytorch,0,0,0,0
rld,,3,pytorch,0,0,0,0
rld,,2,pytorch,0,0,0,0
deepfake-ecg,,2,pytorch,1,1,0,1
deepfake-ecg,,3,pytorch,1,1,0,1
autotabular,,3,pytorch,0,0,0,0
autotabular,,2,pytorch,0,0,0,0
scipr,scipr,2,pytorch,0,0,2,2
torchmtl,,2,pytorch,0,0,0,0
QGDT,QGDT,2,pytorch,0,0,2,2
fate-client,,2,pytorch,0,0,0,0
monk-cuda101-test,,3,pytorch,0,0,0,0
monk-cuda101-test,,2,pytorch,0,0,0,0
fed-requests,fed_requests,2,pytorch,0,0,2,2
Yolo-ED2-Demo,yolo_ens_dist,2,pytorch,0,0,0,0
Yolo-ED2-Demo,yolo_ens_dist,3,pytorch,0,0,0,0
ignite-simple,ignite_simple,3,pytorch,0,0,1,1
ignite-simple,ignite_simple,2,pytorch,0,0,1,1
came,came,2,pytorch,0,0,8,8
vdrnn,vdrnn,2,pytorch,0,0,2,2
linformer-pytorch,linformer_pytorch,2,pytorch,0,0,6,6
azureml-automl-dnn-nlp,,2,pytorch,0,0,0,0
neuralartstudio,,2,pytorch,0,0,0,0
neuralartstudio,,3,pytorch,0,0,0,0
collie-recs,collie_recs,3,pytorch,0,5,0,5
collie-recs,collie_recs,2,pytorch,0,5,0,5
pangpuriye,,2,pytorch,0,0,0,0
pangpuriye,,3,pytorch,0,0,0,0
rp-compression,,2,pytorch,0,0,0,0
synthetig,synthetig,2,pytorch,0,0,0,0
agc-optims,agc_optims,2,pytorch,0,0,0,0
grai-Profiler,,3,pytorch,0,0,0,0
grai-Profiler,,2,pytorch,0,0,0,0
backprop,backprop,3,pytorch,0,0,140,140
backprop,backprop,2,pytorch,0,0,140,140
pytorch-helper,,2,pytorch,0,0,0,0
torchpf,torchpf,3,pytorch,0,0,0,0
torchpf,torchpf,2,pytorch,0,0,0,0
petrel-det,petrel,3,pytorch,0,0,15,15
petrel-det,petrel,2,pytorch,0,0,15,15
carla-recourse,carla,2,pytorch,0,0,1106,1106
carla-recourse,carla,3,pytorch,0,0,1106,1106
pytouch,pytouch,2,pytorch,0,6,6,12
pytouch,pytouch,3,pytorch,0,6,6,12
pytouch,pytouch,4,pytorch,0,6,6,12
luz,,2,pytorch,0,0,0,0
MiMSI,,2,pytorch,0,0,0,0
MiMSI,,3,pytorch,0,0,0,0
name-entity-extraction-for-contextual-embedding,contextual_ner,2,pytorch,0,0,0,0
stonkgs,stonkgs,3,pytorch,0,0,0,0
stonkgs,stonkgs,2,pytorch,0,0,0,0
flowsy,flowsy,3,pytorch,0,0,0,0
digital-nondigital-pdf-extraction,digital_nondigital_pdf_extraction,3,pytorch,0,0,0,0
gnes,,3,pytorch,0,2,0,2
pytorch-onfire,onfire,2,pytorch,0,0,2,2
superMatch,dloc,3,pytorch,0,0,0,0
text-embeddings,,3,pytorch,0,0,0,0
text-embeddings,,2,pytorch,0,0,0,0
clip-by-openai,,3,pytorch,3,0,0,0
clip-by-openai,,2,pytorch,3,0,0,0
banet,banet,3,pytorch,1,0,2,2
Mask-Face-Inference,Losses,2,pytorch,0,0,178,178
torchprof,torchprof,2,pytorch,1,10,19,26
hamburger-pytorch,hamburger_pytorch,2,pytorch,1,1,1,2
hexagdly,hexagdly,2,pytorch,0,0,5,5
hexagdly,hexagdly,3,pytorch,0,0,5,5
neural-pipeline,neural_pipeline,2,pytorch,0,2,10,10
bio-transformers,biotransformers,2,pytorch,1,0,0,0
bio-transformers,biotransformers,3,pytorch,1,0,0,0
gdemandfcast,,3,pytorch,0,0,0,0
figur,figur,3,pytorch,0,2,7,9
kindle,kindle,2,pytorch,0,3,27,30
kindle,kindle,3,pytorch,0,3,27,30
torchtraining-nightly,,2,pytorch,0,0,0,0
MRISeg,MRISeg,3,pytorch,0,0,0,0
torchcoder,torchcoder,2,pytorch,0,0,0,0
prototorch-models,,3,pytorch,0,0,0,0
torchmd-cg,torchmd_cg,3,pytorch,0,0,2,2
stanford-openie,openie,3,pytorch,1,0,66,66
raymon,raymon,2,pytorch,0,0,1,1
raymon,raymon,3,pytorch,0,0,1,1
neuralart,neuralart,2,pytorch,0,24,2,26
torchPS,,2,pytorch,0,0,0,0
cca-zoo,cca_zoo,2,pytorch,0,0,2,2
cca-zoo,cca_zoo,3,pytorch,0,0,2,2
scikit-surgerytorch,sksurgerytorch,3,pytorch,0,1,1,2
scikit-surgerytorch,sksurgerytorch,2,pytorch,0,1,1,2
dcbench,dcbench,3,pytorch,0,0,1,1
CXRsegmentation,,4,pytorch,0,0,0,0
nmtlab,nmtlab,2,pytorch,0,1,5,5
rainy,rainy,2,pytorch,0,5,6,8
openunmix,openunmix,2,pytorch,1,22,1,23
openunmix,openunmix,3,pytorch,1,22,1,23
torchio,torchio,2,pytorch,5,92,76,152
torchio,torchio,3,pytorch,5,92,76,152
transganformer,transganformer,3,pytorch,0,0,0,0
transganformer,transganformer,2,pytorch,0,0,0,0
keyextractor,,3,pytorch,0,0,0,0
keyextractor,,2,pytorch,0,0,0,0
allennlp-runmodel,allennlp_runmodel,3,pytorch,0,1,0,1
yann,yann,2,pytorch,0,1,7,8
yann,yann,3,pytorch,0,1,7,8
EELSFitter,EELSFitter,2,pytorch,0,0,0,0
qs-kpa,qs_kpa,3,pytorch,0,0,0,0
qs-kpa,qs_kpa,2,pytorch,0,0,0,0
niftytorch,niftytorch,3,pytorch,0,0,0,0
niftytorch,niftytorch,2,pytorch,0,0,0,0
dl-selection,,2,pytorch,0,0,0,0
lio,lio,2,pytorch,0,1,4,5
lio,lio,3,pytorch,0,1,4,5
olympic,olympic,2,pytorch,0,5,8,10
olympic,olympic,3,pytorch,0,5,8,10
pyrobolearn,pyrobolearn,2,pytorch,0,0,11,11
pyrobolearn,pyrobolearn,3,pytorch,0,0,11,11
handObjectacb,,2,pytorch,0,0,0,0
handObjectacb,,3,pytorch,0,0,0,0
pycid,pycid,3,pytorch,0,0,0,0
pylightcurve-torch,pylightcurve_torch,2,pytorch,0,0,1,1
XBNet,XBNet,2,pytorch,0,0,0,0
resmem,resmem,3,pytorch,0,2,1,3
resmem,resmem,2,pytorch,0,2,1,3
pegasuspy,pegasus,3,pytorch,1,3,51,53
pegasuspy,pegasus,2,pytorch,1,3,51,53
AttentionOdorify,AttentionOdorify,2,pytorch,0,0,0,0
AttentionOdorify,AttentionOdorify,3,pytorch,0,0,0,0
pytorch-lightning-bolts,,2,pytorch,7,0,0,0
pytorch-lightning-bolts,,3,pytorch,7,0,0,0
long-short-transformer,long_short_transformer,3,pytorch,0,0,0,0
long-short-transformer,long_short_transformer,2,pytorch,0,0,0,0
DadmaTools,,3,pytorch,0,2,0,2
DadmaTools,,2,pytorch,0,2,0,2
lightReasoning,,3,pytorch,0,0,0,0
lightReasoning,,2,pytorch,0,0,0,0
monk-pytorch-cuda92-test,,3,pytorch,0,0,0,0
monk-pytorch-cuda92-test,,2,pytorch,0,0,0,0
complexPyTorch,complexPyTorch,2,pytorch,0,0,1,1
odin-ai,odin,2,pytorch,1,1,93,93
mpose,mpose,2,pytorch,0,0,0,0
dadmatools,,3,pytorch,0,2,0,2
dadmatools,,2,pytorch,0,2,0,2
multilingual-toxic-detect,,2,pytorch,0,0,0,0
multilingual-toxic-detect,,3,pytorch,0,0,0,0
neurartist,neurartist,3,pytorch,0,0,1,1
neurartist,neurartist,2,pytorch,0,0,1,1
pytorch-mjolnir,pytorch_mjolnir,2,pytorch,0,0,0,0
pytorch-mjolnir,pytorch_mjolnir,3,pytorch,0,0,0,0
torcheck,,2,pytorch,0,0,0,0
thamizhilip,thamizhilip,3,pytorch,0,0,0,0
grr-profiler,,3,pytorch,0,0,0,0
grr-profiler,,2,pytorch,0,0,0,0
pytorch-nlp,,2,pytorch,2,0,0,0
dnnnlp,dnnnlp,2,pytorch,0,0,1,1
sabhi-utils,,2,pytorch,4,0,0,0
sabhi-utils,,3,pytorch,4,0,0,0
sabhi-utils,,4,pytorch,4,0,0,0
decaf-synthetic-data,decaf,2,pytorch,0,0,53,53
decaf-synthetic-data,decaf,3,pytorch,0,0,53,53
pl-minio-callback,pl_minio_callback,3,pytorch,0,0,0,0
mnist-detection,mnistdet,3,pytorch,0,0,0,0
mnist-detection,mnistdet,2,pytorch,0,0,0,0
fourier-image-transformer,fit_tests,3,pytorch,0,0,2,2
fourier-image-transformer,fit_tests,2,pytorch,0,0,2,2
stedsans,stedsans,2,pytorch,0,0,0,0
splintr,splintr,2,pytorch,0,1,2,3
ExGrads,exgrads,2,pytorch,0,0,0,0
finntk,finntk,3,pytorch,0,5,10,12
finntk,finntk,2,pytorch,0,5,10,12
mi-module-zoo,mi_module_zoo,2,pytorch,0,0,0,0
TorchVC,,2,pytorch,0,0,0,0
fairtorch,,2,pytorch,0,0,0,0
wordwise,wordwise,2,pytorch,0,5,0,5
tweetynet,tweetynet,3,pytorch,1,0,1,1
tweetynet,tweetynet,2,pytorch,1,0,1,1
torch-semiring-einsum,,2,pytorch,0,0,0,0
libretranslate-euber,,4,pytorch,0,0,0,0
bigbert,bigbert,3,pytorch,0,0,0,0
bigbert,bigbert,2,pytorch,0,0,0,0
speechbrain,speechbrain,2,pytorch,2,0,1,1
speechbrain,speechbrain,3,pytorch,2,0,1,1
omolab-conf-analysis,,3,pytorch,0,0,0,0
omolab-conf-analysis,,2,pytorch,0,0,0,0
deeptext,deeptext,3,pytorch,0,0,8,8
torchtraining,torchtraining,2,pytorch,0,0,1,1
PyDGN,pydgn,3,pytorch,0,0,0,0
bb-profiler,,3,pytorch,0,0,0,0
bb-profiler,,2,pytorch,0,0,0,0
pymdp,pymdp,2,pytorch,0,0,7,7
xt-training,xt_training,2,pytorch,2,0,1,1
daimensions-mac-python3.8,,2,pytorch,0,0,0,0
sinkhorn-transformer,sinkhorn_transformer,3,pytorch,0,0,2,2
sinkhorn-transformer,sinkhorn_transformer,2,pytorch,0,0,2,2
rastervision-pytorch-learner,,3,pytorch,2,0,0,0
rastervision-pytorch-learner,,2,pytorch,2,0,0,0
transfertab,,3,pytorch,0,0,0,0
jovsatools,jovsatools,3,pytorch,0,0,2,2
jovsatools,jovsatools,2,pytorch,0,0,2,2
two-to-tango,two_to_tango,2,pytorch,0,0,1,1
two-to-tango,two_to_tango,3,pytorch,0,0,1,1
germansentiment,germansentiment,2,pytorch,0,17,4,19
MindsDB,mindsdb,2,pytorch,0,0,18,18
MindsDB,mindsdb,3,pytorch,0,0,18,18
asct,asct,3,pytorch,0,0,1,1
asct,asct,2,pytorch,0,0,1,1
sst-crispy,crispy,3,pytorch,0,0,25,25
sst-crispy,crispy,2,pytorch,0,0,25,25
monk-obj-test2,monk_pytorch_finetune_test,3,pytorch,0,0,0,0
monk-obj-test2,monk_pytorch_finetune_test,2,pytorch,0,0,0,0
tape-proteins,tape,2,pytorch,1,0,116,116
eeyore,eeyore,3,pytorch,0,2,3,5
eeyore,eeyore,2,pytorch,0,2,3,5
invariant-point-attention,invariant_point_attention,2,pytorch,1,2,0,2
fast-tabnet,fast_tabnet,3,pytorch,0,0,3,3
libcv,libcv,3,pytorch,0,0,3,3
kyle-calibration,kyle,3,pytorch,0,0,8,8
pyspace-toolkit,pyspace,3,pytorch,0,0,14,14
PaoDing,paoding,2,pytorch,0,0,0,0
hzai,,2,pytorch,0,0,0,0
hzai,,3,pytorch,0,0,0,0
upside-down-rl,,3,pytorch,0,0,0,0
upside-down-rl,,2,pytorch,0,0,0,0
mitorch,mitorch,3,pytorch,0,0,2,2
mitorch,mitorch,2,pytorch,0,0,2,2
pytorch-pqrnn,,2,pytorch,0,0,0,0
pytorch-pqrnn,,3,pytorch,0,0,0,0
stormlight,stormlight,2,pytorch,0,0,2,2
performer-pytorch,performer_pytorch,3,pytorch,4,27,16,41
performer-pytorch,performer_pytorch,2,pytorch,4,27,16,41
hc-nlp,hc_nlp,3,pytorch,0,2,2,3
punctuator-ice,,2,pytorch,0,0,0,0
soco-encoders,soco_encoders,2,pytorch,0,0,1,1
lie-transformer-pytorch,lie_transformer_pytorch,2,pytorch,1,1,2,3
mordl,mordl,3,pytorch,0,0,3,3
mordl,mordl,2,pytorch,0,0,3,3
corai,,2,pytorch,0,0,0,0
pytorch-complex,torchcomplex,2,pytorch,0,0,0,0
megatron-lm,megatron,2,pytorch,0,0,24,24
pyabsa,pyabsa,2,pytorch,0,0,0,0
jiant,jiant,2,pytorch,0,2,12,14
jiant,jiant,3,pytorch,0,2,12,14
conversation-bot,,2,pytorch,0,0,0,0
bol-library,bol,3,pytorch,0,0,12,12
bol-library,bol,2,pytorch,0,0,12,12
time-package01,,2,pytorch,0,0,0,0
mlp-gpt-jax,mlp_gpt_jax,2,pytorch,0,0,0,0
skillsnetwork,skillsnetwork,2,pytorch,0,0,0,0
causalml,,3,pytorch,1,23,0,23
causalml,,2,pytorch,1,23,0,23
transformer-in-transformer,transformer_in_transformer,2,pytorch,0,0,0,0
alternat,alternat,2,pytorch,0,0,1,1
alternat,alternat,3,pytorch,0,0,1,1
pytorch-dni,dni,2,pytorch,0,0,22,22
tensorop,tensorop,2,pytorch,0,0,2,2
tensorop,tensorop,3,pytorch,0,0,2,2
pytorch-model-summary,pytorch_model_summary,2,pytorch,3,0,62,62
pKAI,pKAI,2,pytorch,0,0,0,0
qucumber,qucumber,2,pytorch,0,0,7,7
autoballs,autoballs,2,pytorch,0,0,0,0
autoballs,autoballs,3,pytorch,0,0,0,0
autoballs,autoballs,4,pytorch,0,0,0,0
deep-nlp,deep_nlp,2,pytorch,0,0,4,4
deep-nlp,deep_nlp,3,pytorch,0,0,4,4
akkadian,akkadian,3,pytorch,0,0,4,4
fdet-offline,fdet,2,pytorch,0,1,6,6
fdet-offline,fdet,3,pytorch,0,1,6,6
coco-lm-pytorch,coco_lm_pytorch,3,pytorch,0,0,0,0
coco-lm-pytorch,coco_lm_pytorch,2,pytorch,0,0,0,0
chronos-forecast,chronos_utils,2,pytorch,0,0,2,2
chronos-forecast,chronos_utils,3,pytorch,0,0,2,2
uwnet,,3,pytorch,0,0,0,0
uwnet,,2,pytorch,0,0,0,0
torchzq,torchzq,2,pytorch,0,5,4,8
torchzq,torchzq,3,pytorch,0,5,4,8
contrastive-learner,contrastive_learner,3,pytorch,1,0,6,6
contrastive-learner,contrastive_learner,2,pytorch,1,0,6,6
Movie-Recommendation-Engine,,3,pytorch,0,0,0,0
Movie-Recommendation-Engine,,2,pytorch,0,0,0,0
syedmodels,,2,pytorch,0,0,0,0
syedmodels,,3,pytorch,0,0,0,0
torch-pdegraph,torch_pdegraph,2,pytorch,0,0,0,0
isab-pytorch,isab_pytorch,2,pytorch,1,1,1,1
datasetinsights,,3,pytorch,0,0,0,0
datasetinsights,,2,pytorch,0,0,0,0
nystrom-attention,nystrom_attention,2,pytorch,0,4,0,4
banditml,banditml,2,pytorch,0,0,1,1
lvnlp,lvnlp,3,pytorch,0,0,0,0
hf-hub-lightning,hf_hub_lightning,3,pytorch,0,0,0,0
ig-tagger,igtagger,3,pytorch,0,0,0,0
awca,awca,2,pytorch,0,1,0,1
nnmeta,nnmeta,3,pytorch,0,0,0,0
datastacks,datastacks,2,pytorch,0,0,0,0
datastacks,datastacks,3,pytorch,0,0,0,0
fitloop,fitloop,2,pytorch,0,0,1,1
vtorch,vtorch,2,pytorch,0,0,0,0
nteu-translation-engine,nteu_translation_engine,4,pytorch,1,0,0,0
fonduer,fonduer,2,pytorch,0,11,21,25
fonduer,fonduer,3,pytorch,0,11,21,25
stringlifier,stringlifier,2,pytorch,0,0,2,2
semantic-search-faiss,semanticsearch,3,pytorch,0,0,1,1
semantic-search-faiss,semanticsearch,2,pytorch,0,0,1,1
stylegan2-pytorch,stylegan2_pytorch,3,pytorch,2,0,16,16
stylegan2-pytorch,stylegan2_pytorch,2,pytorch,2,0,16,16
h5mapper,h5mapper,2,pytorch,0,0,0,0
k2-nailuo,,2,pytorch,0,0,0,0
invisible-watermark,imwatermark,2,pytorch,0,1,0,1
invisible-watermark,imwatermark,3,pytorch,0,1,0,1
irembg,rembg,2,pytorch,0,64,11,70
irembg,rembg,3,pytorch,0,64,11,70
seg-torch,,2,pytorch,0,0,0,0
seg-torch,,3,pytorch,0,0,0,0
rechub,rechub,2,pytorch,0,0,1,1
zincbase,zincbase,2,pytorch,0,2,2,4
zincbase,zincbase,3,pytorch,0,2,2,4
pytorch-nemo,,2,pytorch,0,3,0,3
pytorch-nemo,,3,pytorch,0,3,0,3
efficientnet-pytorch,efficientnet_pytorch,2,pytorch,8,0,1332,1332
ESRNN,ESRNN,2,pytorch,1,4,5,8
pathml,pathml,2,pytorch,0,1,2,3
lairgpt,lairgpt,2,pytorch,0,0,0,0
dogsvscats,dogsvscats,2,pytorch,0,0,3,3
dogsvscats,dogsvscats,3,pytorch,0,0,3,3
penguin-libraries,,3,pytorch,0,0,0,0
penguin-libraries,,2,pytorch,0,0,0,0
densenet-pytorch,densenet_pytorch,2,pytorch,0,0,6,6
densenet-pytorch,densenet_pytorch,3,pytorch,0,0,6,6
ecommercetools,ecommercetools,2,pytorch,0,2,0,2
NALU,nalu,2,pytorch,0,0,23,23
packagebai,,2,pytorch,0,0,0,0
corgie,corgie,2,pytorch,0,2,1,2
corgie,corgie,3,pytorch,0,2,1,2
corgie,corgie,4,pytorch,0,2,1,2
affordable,affordable,2,pytorch,0,0,1,1
mushroom-rl,mushroom_rl,2,pytorch,1,10,9,16
pytorch-optimize,pytorch_optimize,2,pytorch,0,0,1,1
pytorch-optimize,pytorch_optimize,3,pytorch,0,0,1,1
nlp-nn,nlp_nn,3,pytorch,1,0,3,3
nlp-nn,nlp_nn,2,pytorch,1,0,3,3
brainmri-ps,brainmri_ps,2,pytorch,0,0,0,0
brainmri-ps,brainmri_ps,3,pytorch,0,0,0,0
gpytorch,gpytorch,2,pytorch,20,374,444,741
SuperconGAN,SuperconGAN,3,pytorch,0,0,0,0
SuperconGAN,SuperconGAN,2,pytorch,0,0,0,0
camphr-torch,,2,pytorch,0,0,0,0
monk-pytorch-cuda102,,3,pytorch,0,0,0,0
monk-pytorch-cuda102,,2,pytorch,0,0,0,0
Titanicbc,Titanicbc,2,pytorch,0,0,1,1
monai-weekly,,2,pytorch,0,6,0,6
NIA-image-2-latex,,3,pytorch,0,0,0,0
NIA-image-2-latex,,2,pytorch,0,0,0,0
rts-package,,2,pytorch,0,0,0,0
rts-package,,3,pytorch,0,0,0,0
yucheng-ner,yucheng_ner,2,pytorch,0,0,1,1
yucheng-ner,yucheng_ner,3,pytorch,0,0,1,1
pythaiasr,pythaiasr,2,pytorch,0,0,0,0
pythaiasr,pythaiasr,3,pytorch,0,0,0,0
aitoolbox,aitoolbox,2,pytorch,0,0,1,1
aitoolbox,aitoolbox,3,pytorch,0,0,1,1
saliency-detector,saliency_detector,3,pytorch,0,0,3,3
saliency-detector,saliency_detector,2,pytorch,0,0,3,3
monk-cuda92-test,,3,pytorch,0,0,0,0
monk-cuda92-test,,2,pytorch,0,0,0,0
medgpt,medgpt,3,pytorch,0,0,0,0
nemo-nlp,nemo_nlp,3,pytorch,0,0,4,4
insult-ai,,3,pytorch,0,0,0,0
forte.allennlp,,3,pytorch,0,0,0,0
forte.allennlp,,2,pytorch,0,0,0,0
datupapi,datupapi,3,pytorch,0,0,0,0
sagas,sagas,3,pytorch,1,1,8,8
img2dataset,img2dataset,3,pytorch,0,2,1,3
chatspace,,2,pytorch,3,0,0,0
deep-xf,deep_xf,2,pytorch,0,0,0,0
m3inference,m3inference,2,pytorch,0,7,15,19
m3inference,m3inference,3,pytorch,0,7,15,19
autovision,,2,pytorch,0,0,0,0
torchConvNd,torchConvNd,2,pytorch,0,0,0,0
tablearn,,3,pytorch,0,0,0,0
tablearn,,2,pytorch,0,0,0,0
py-irt,,3,pytorch,0,2,0,2
celldeath,celldeath,3,pytorch,0,0,1,1
roboy-parlai,roboy_parlai,3,pytorch,0,0,3,3
custom-glue,custom_glue,3,pytorch,0,0,0,0
custom-glue,custom_glue,2,pytorch,0,0,0,0
oinkoink,oinkoink,2,pytorch,0,0,1,1
pytorch-fid-wrapper,pytorch_fid_wrapper,3,pytorch,0,3,1,4
pytorch-fid-wrapper,pytorch_fid_wrapper,2,pytorch,0,3,1,4
pyrlprob,pyrlprob,2,pytorch,0,0,0,0
fitsdataset,fitsdataset,2,pytorch,0,0,0,0
triton-transformer,triton_transformer,2,pytorch,0,0,0,0
triton-transformer,triton_transformer,3,pytorch,0,0,0,0
augly-jp,,2,pytorch,0,0,0,0
seqdist,seqdist,2,pytorch,0,0,2,2
naszilla,naszilla,2,pytorch,0,0,1,1
naszilla,naszilla,3,pytorch,0,0,1,1
scflash,,3,pytorch,0,0,0,0
torch-flame,flame,2,pytorch,0,0,76,76
pl-extension,pl_extension,3,pytorch,0,1,0,1
machin,machin,3,pytorch,0,4,7,10
machin,machin,2,pytorch,0,4,7,10
nn-trainer,nn_trainer,3,pytorch,0,0,12,12
latechclfl2020besnier,latechclfl2020,4,pytorch,0,0,1,1
latechclfl2020besnier,latechclfl2020,5,pytorch,0,0,1,1
nnsplit,,2,pytorch,1,0,0,0
transformers-domain-adaptation,transformers_domain_adaptation,2,pytorch,0,3,1,4
demo-fa,bbsofa,3,pytorch,0,0,0,0
rdv,rdv,2,pytorch,0,0,4,4
rdv,rdv,3,pytorch,0,0,4,4
charformer-pytorch,charformer_pytorch,2,pytorch,0,0,0,0
semantic-search-faiss-nandhu1595,,3,pytorch,0,0,0,0
semantic-search-faiss-nandhu1595,,2,pytorch,0,0,0,0
