package,import_name,layer,framework,down_pkgs,gh_downstream,woc_downstream,comb_downstream
dffml-model-tensorflow-hub,dffml_model_tensorflow_hub,2,tensorflow,0,1,2,2
dffml-model-tensorflow-hub,dffml_model_tensorflow_hub,3,tensorflow,0,1,2,2
object-detection,,2,tensorflow,0,0,0,0
explainable-ai-sdk,explainable_ai_sdk,2,tensorflow,0,0,0,0
mzfit,mzfit,3,tensorflow,0,0,0,0
DeepXDE,deepxde,2,tensorflow,0,0,13,13
pytorch-to-tflite,pytorch_to_tflite,2,tensorflow,0,0,0,0
parse-tools,parse_tools,2,tensorflow,0,0,30,30
QizNLP,qiznlp,2,tensorflow,0,0,1,1
tensorflow-coder-colab-logging,tf_coder_colab_logging,2,tensorflow,0,0,1,1
keras-augm-layer,keras_augm_layer,2,tensorflow,0,0,2,2
astrodash,astrodash,2,tensorflow,0,0,3,3
vggish-keras,vggish_keras,2,tensorflow,0,0,14,14
coach-ml,coach,2,tensorflow,1,1,115,115
lfr,,3,tensorflow,0,0,0,0
somlib,somlib,2,tensorflow,0,0,5,5
DeBERTa,DeBERTa,3,tensorflow,0,0,2,2
deep3d,deep3d,2,tensorflow,0,0,1,1
gpasdnn,,2,tensorflow,0,0,0,0
Agrothon,agrothon,2,tensorflow,0,0,0,0
onnxds,onnxds,2,tensorflow,0,0,2,2
tuning,,3,tensorflow,0,0,0,0
deeppavlov,deeppavlov,2,tensorflow,2,193,315,422
tf-complex,tf_complex,2,tensorflow,0,0,3,3
tensorflow-cloud,tensorflow_cloud,3,tensorflow,6,102,21,116
tensorflow-cloud,tensorflow_cloud,2,tensorflow,6,102,21,116
scArches,scarches,2,tensorflow,0,1,5,6
genreml,genreml,2,tensorflow,0,1,1,1
smic,smic,2,tensorflow,0,0,4,4
murre,murre,2,tensorflow,0,1,2,2
murre,murre,3,tensorflow,0,1,2,2
tfdlpack-gpu,,2,tensorflow,0,0,0,0
pydemic-ui,,3,tensorflow,0,0,0,0
noah-vega,vega,2,tensorflow,0,0,59,59
tfdlpack,tfdlpack,2,tensorflow,0,0,4,4
dlomix,dlomix,2,tensorflow,0,0,0,0
adversal-embedding,adversal_embedding,2,tensorflow,0,0,0,0
learnblock,learnbot_dsl,2,tensorflow,0,0,3,3
sentiment-analysis-csci-e89,sentiment_analysis_csci_e89,2,tensorflow,0,0,1,1
deeperwin,deeperwin,2,tensorflow,0,0,0,0
tensorflow-auto,,3,tensorflow,0,0,0,0
tensorflow-auto,,2,tensorflow,0,0,0,0
isofit,isofit,2,tensorflow,0,0,7,7
tensor2tensor,tensor2tensor,4,tensorflow,7,773,664,1314
tensor2tensor,tensor2tensor,2,tensorflow,7,773,664,1314
tensor2tensor,tensor2tensor,3,tensorflow,7,773,664,1314
keras-efficientnet-v2,keras_efficientnet_v2,2,tensorflow,0,3,0,3
ai-utils,ai_utils,2,tensorflow,0,0,44,44
bmlx-metadata,,2,tensorflow,0,0,0,0
tigerseg,tigerseg,2,tensorflow,0,0,0,0
SymFlow,symflow,2,tensorflow,0,0,1,1
deepof,deepof,2,tensorflow,0,0,0,0
deepof,deepof,3,tensorflow,0,0,0,0
grai-profiler-one-vip,,2,tensorflow,0,0,0,0
deepsig-sp,,2,tensorflow,0,0,0,0
minerl-navigate,minerl_navigate,2,tensorflow,0,0,0,0
mindmeld,mindmeld,2,tensorflow,0,47,33,57
targetran,targetran,2,tensorflow,0,0,0,0
DLHelper,DLHelper,2,tensorflow,0,0,4,4
nalp,nalp,2,tensorflow,0,1,4,4
aucmedi,aucmedi,2,tensorflow,0,0,0,0
asreview-visualization,,3,tensorflow,0,3,0,3
wechatter,wechatter,2,tensorflow,0,0,0,0
inductiveGRL,inductiveGRL,2,tensorflow,0,0,0,0
inductiveGRL,inductiveGRL,3,tensorflow,0,0,0,0
caispp,,2,tensorflow,0,0,0,0
adpkdsupporttool,,2,tensorflow,0,0,0,0
poisson-CNN,poisson_CNN,2,tensorflow,0,0,1,1
poisson-CNN,poisson_CNN,3,tensorflow,0,0,1,1
tnk,tnk,2,tensorflow,0,0,0,0
failureDetectorSCU,,2,tensorflow,0,0,0,0
imnn,,2,tensorflow,0,0,0,0
tracepooling-layer,tracepooling-layer,2,tensorflow,0,0,0,0
neuralnet-visualize,neuralnet_visualize,2,tensorflow,0,0,2,2
deepcut,deepcut,2,tensorflow,3,77,139,189
newlandface,newlandface,2,tensorflow,0,0,1,1
stlearn,stlearn,2,tensorflow,0,0,5,5
GTSFutur,,2,tensorflow,0,0,0,0
phynix-gym,,2,tensorflow,0,0,0,0
waymo-open-dataset-tf-2-0-0,,2,tensorflow,1,0,0,0
kookey,,2,tensorflow,0,0,0,0
rpi-deep-pantilt,rpi_deep_pantilt,2,tensorflow,0,0,3,3
tensorflow-similarity,tensorflow_similarity,2,tensorflow,0,0,0,0
pml-pinn,pinn,2,tensorflow,0,1,26,27
swiss-army-keras,swiss_army_keras,2,tensorflow,0,0,0,0
DiST-Net,distnet,2,tensorflow,0,0,5,5
betbot,betbot,2,tensorflow,0,0,2,2
DRecPy,DRecPy,2,tensorflow,0,0,1,1
dataphile,dataphile,2,tensorflow,0,0,2,2
mlreflect,mlreflect,2,tensorflow,0,0,0,0
physlearn,physlearn,2,tensorflow,0,0,3,3
artificial-artwork,artificial_artwork,2,tensorflow,0,0,0,0
infery,infery,2,tensorflow,0,0,0,0
deepse,deepse,3,tensorflow,0,0,0,0
deepse,deepse,2,tensorflow,0,0,0,0
scikeras,,2,tensorflow,0,0,0,0
monk-keras-cuda100,,2,tensorflow,0,0,0,0
seedoku,seedoku,2,tensorflow,0,0,2,2
mly,mly,3,tensorflow,0,0,2,2
mly,mly,2,tensorflow,0,0,2,2
nmrgnn,nmrgnn,2,tensorflow,0,0,0,0
nmrgnn,nmrgnn,3,tensorflow,0,0,0,0
ACSNI,ACSNI,2,tensorflow,0,0,0,0
tfextras,tfextras,2,tensorflow,0,0,1,1
tfextras,tfextras,3,tensorflow,0,0,1,1
cvdata,cvdata,2,tensorflow,0,15,6,19
onnx-tf,onnx_tf,2,tensorflow,1,191,393,538
onnx-tf,onnx_tf,3,tensorflow,1,191,393,538
ml-rest,ml_rest,2,tensorflow,0,0,3,3
extract-sfm,extract_sfm,3,tensorflow,0,0,1,1
extract-sfm,extract_sfm,2,tensorflow,0,0,1,1
waymo-open-dataset-tf-2-3-0,,2,tensorflow,1,0,0,0
mlblocks,mlblocks,3,tensorflow,6,24,15,32
buzzword,buzzword,3,tensorflow,0,0,4,4
fast-bert,fast_bert,3,tensorflow,0,0,78,78
pandaslearn,,3,tensorflow,1,0,0,0
textflint,textflint,3,tensorflow,0,2,0,2
skip-thoughts,skip_thoughts,2,tensorflow,0,0,933,933
transquest,transquest,3,tensorflow,0,5,1,6
visual-attention-tf,visual_attention,2,tensorflow,0,0,2,2
pero-ocr,pero_ocr,2,tensorflow,0,0,3,3
mavenn,mavenn,2,tensorflow,0,0,1,1
madan,,2,tensorflow,0,0,0,0
tropic,,2,tensorflow,0,0,0,0
document-classifier,,2,tensorflow,0,0,0,0
deeposlandia,deeposlandia,2,tensorflow,0,0,1,1
covid-env-biggreen-xprize,,2,tensorflow,0,0,0,0
oscar-finance,,2,tensorflow,0,0,0,0
perceptilabs-nightly,,2,tensorflow,0,0,0,0
tf-som,tf_som,2,tensorflow,0,0,7,7
segmentation-models-3D,segmentation_models_3D,2,tensorflow,0,0,0,0
infer-gender,infer_gender,2,tensorflow,0,0,0,0
autodl-gpu,,2,tensorflow,0,0,0,0
auto-orion,,3,tensorflow,0,0,0,0
auto-orion,,4,tensorflow,0,0,0,0
deeplabcut-live-gui,dlclivegui,3,tensorflow,0,0,2,2
gpt-2-finetuning,gpt_2_finetuning,2,tensorflow,0,0,2,2
deepbayes,deepbayes,2,tensorflow,0,0,1,1
deepbayes,deepbayes,3,tensorflow,0,0,1,1
attributionpriors,attributionpriors,2,tensorflow,0,1,2,3
FastAudioVisal,,2,tensorflow,0,0,0,0
keras-dna,keras_dna,2,tensorflow,0,0,0,0
ailab-lite,ailab_lite,4,tensorflow,0,0,0,0
pyleafarea,pyleaf,3,tensorflow,0,0,3,3
pyleafarea,pyleaf,2,tensorflow,0,0,3,3
dcgan-implementation,,2,tensorflow,0,0,0,0
bpnlp,,5,tensorflow,0,0,0,0
dieterpy,dieterpy,3,tensorflow,0,0,1,1
textattack,textattack,2,tensorflow,2,52,21,65
hearbaseline,hearbaseline,2,tensorflow,0,3,0,3
redshells,,2,tensorflow,0,0,0,0
tox-block,tox_block,2,tensorflow,0,0,5,5
vidtrain,vidtrain,2,tensorflow,0,0,0,0
astroramjet,ramjet,2,tensorflow,0,1,5,5
dsbot,dsbot,2,tensorflow,0,0,0,0
nic,nic,2,tensorflow,0,0,33,33
tf-fourier-features,tf_fourier_features,2,tensorflow,0,0,2,2
whiteboxlayer,whiteboxlayer,2,tensorflow,0,0,0,0
smart-app-framework,smart_kit,2,tensorflow,0,0,1,1
autokeras,autokeras,2,tensorflow,3,0,336,336
propythia,propythia,2,tensorflow,0,3,5,5
propythia,propythia,3,tensorflow,0,3,5,5
tutti-aisthetics,tutti_aisthetics,2,tensorflow,0,0,0,0
neraug,neraug,3,tensorflow,0,0,0,0
auto-feature-extraction,auto_feature_extraction,2,tensorflow,0,0,2,2
multigaussampler,multigaussampler,2,tensorflow,0,0,0,0
protein-bert,proteinbert,3,tensorflow,0,2,0,2
protein-bert,proteinbert,2,tensorflow,0,2,0,2
learn-flow,,2,tensorflow,0,0,0,0
tf-simple-metric-learning,,2,tensorflow,0,0,0,0
insight-extractor,insight_extractor,2,tensorflow,0,0,2,2
russtress,russtress,3,tensorflow,1,8,7,12
russtress,russtress,2,tensorflow,1,8,7,12
mhcnuggets,mhcnuggets,2,tensorflow,2,0,9,9
keras-adamw,keras_adamw,2,tensorflow,0,2,8,10
pvactools,,3,tensorflow,0,1,0,1
pvactools,,2,tensorflow,0,1,0,1
processdigit,processdigit,3,tensorflow,0,0,0,0
processdigit,processdigit,2,tensorflow,0,0,0,0
micg,micg,2,tensorflow,0,0,1,1
elizastarr-caption-generator,,2,tensorflow,0,0,0,0
boxes-classifier,boxes_classifier,2,tensorflow,0,0,0,0
genderClassifier,gender_classifier,2,tensorflow,0,0,12,12
hclctpm,,2,tensorflow,0,0,0,0
caer,caer,2,tensorflow,1,0,11,11
cellfinder-core,cellfinder_core,2,tensorflow,2,2,3,3
D-profiler,,2,tensorflow,0,0,0,0
punctuator-lvl9-inga,,2,tensorflow,0,0,0,0
opyrator,opyrator,3,tensorflow,0,28,0,28
rukip,rukip,3,tensorflow,0,1,1,2
dafd,,2,tensorflow,1,0,0,0
shfl,,2,tensorflow,0,0,0,0
onnxmltools,onnxmltools,3,tensorflow,9,225,140,337
abdelrahman-obfuscate,,3,tensorflow,0,0,0,0
abdelrahman-obfuscate,,2,tensorflow,0,0,0,0
tensorflow-play,tensorflow_play,2,tensorflow,0,1,0,1
tensorflow-modules,tensorflow_modules,2,tensorflow,0,0,4,4
tensorview,tensorview,2,tensorflow,0,2,5,6
tensorview,tensorview,3,tensorflow,0,2,5,6
antspynet,antspynet,2,tensorflow,0,8,15,22
antspynet,antspynet,3,tensorflow,0,8,15,22
textanalytics,text_analytics,2,tensorflow,0,0,10,10
skymapping-tools,skymapper,2,tensorflow,0,0,13,13
blusky,blusky,2,tensorflow,0,0,1,1
seisloc,seisloc,3,tensorflow,0,0,0,0
gdmix-trainer,gdmix,2,tensorflow,1,0,1,1
iva-classification-demo,iva_classification_demo,3,tensorflow,0,0,0,0
iva-classification-demo,iva_classification_demo,2,tensorflow,0,0,0,0
niftiprocessing,niftiprocessing,2,tensorflow,1,0,0,0
aidkit-LITE,,2,tensorflow,0,0,0,0
etc-ml,,2,tensorflow,0,0,0,0
yikit,yikit,2,tensorflow,0,0,0,0
dedup-img,dedup,3,tensorflow,0,0,31,31
flask-image-search,flask_image_search,3,tensorflow,0,0,1,1
flask-image-search,flask_image_search,2,tensorflow,0,0,1,1
faceservice,faceservice,2,tensorflow,0,0,2,2
waymo-open-dataset,waymo_open_dataset,2,tensorflow,1,0,116,116
auto-face-recognition,auto_face_recognition,2,tensorflow,1,0,3,3
FQCS,FQCS,3,tensorflow,0,0,2,2
FQCS,FQCS,2,tensorflow,0,0,2,2
front,,3,tensorflow,0,0,0,0
ml-pipeline-gen,ml_pipeline_gen,2,tensorflow,0,0,1,1
mit-d3m,mit_d3m,2,tensorflow,2,7,5,9
mit-d3m,mit_d3m,3,tensorflow,2,7,5,9
ptk-patrickctrf,ptk,2,tensorflow,0,0,9,9
Xplique,xplique,2,tensorflow,0,0,0,0
lingvo,lingvo,3,tensorflow,0,0,25,25
lingvo,lingvo,2,tensorflow,0,0,25,25
eslearn,eslearn,2,tensorflow,0,0,6,6
flowi,,3,tensorflow,0,0,0,0
flowi,,2,tensorflow,0,0,0,0
mlaut,mlaut,2,tensorflow,0,0,2,2
dldb,dldb,2,tensorflow,0,0,4,4
deeptrack,deeptrack,2,tensorflow,0,7,10,15
deeptrack,deeptrack,3,tensorflow,0,7,10,15
tensorio-bundler,tensorio_bundler,2,tensorflow,0,0,1,1
gh-tools-gradient,gh_tools,2,tensorflow,0,0,2,2
blobcity,blobcity,3,tensorflow,0,0,0,0
deepchain-apps,deepchain,2,tensorflow,0,0,0,0
faculty-xval,faculty_xval,2,tensorflow,0,0,1,1
underthesea,underthesea,3,tensorflow,3,228,372,519
punctuator-isl,punctuator-is,2,tensorflow,0,0,0,0
ydata-synthetic,ydata_synthetic,2,tensorflow,0,5,1,6
tf-notification-callback,tf_notification_callback,2,tensorflow,0,0,1,1
Tensorforce,tensorforce,2,tensorflow,0,0,392,392
mmm-profiler,,2,tensorflow,0,0,0,0
Z-profiler,,2,tensorflow,0,0,0,0
tfmpc,tfmpc,2,tensorflow,0,0,1,1
tfmpc,tfmpc,3,tensorflow,0,0,1,1
abmarl,abmarl,2,tensorflow,0,0,0,0
new-face,new_face,2,tensorflow,0,0,5,5
reluMIP,relumip,2,tensorflow,0,0,0,0
SegSRGAN,SegSRGAN,2,tensorflow,0,0,3,3
chemml,chemml,2,tensorflow,1,2,9,9
mrainet,mrainet,3,tensorflow,0,0,1,1
mrainet,mrainet,2,tensorflow,0,0,1,1
aix360,aix360,2,tensorflow,0,28,15,40
quickspacer,quickspacer,2,tensorflow,0,0,1,1
decile-spear,,2,tensorflow,0,0,0,0
xplainet,,2,tensorflow,0,0,0,0
paddlex,paddlex,5,tensorflow,1,54,40,91
animated-memory,,4,tensorflow,0,0,0,0
simhandler,simhandler,2,tensorflow,0,0,1,1
aesahaettr,,2,tensorflow,0,0,0,0
pyfiction,pyfiction,2,tensorflow,0,0,5,5
FaceMasque,FaceMasque,2,tensorflow,0,0,0,0
tf-encrypted-primitives,,2,tensorflow,0,1,0,1
babblebox,babblebox,2,tensorflow,0,0,0,0
ibotta-uplift,ibotta_uplift,2,tensorflow,0,0,1,1
NNFunction,NNFunction,2,tensorflow,0,0,0,0
band,band,2,tensorflow,0,5,145,150
tgan,tgan,2,tensorflow,0,31,23,50
headpose,headpose,2,tensorflow,0,0,31,31
nnir,,2,tensorflow,0,0,0,0
icgen,,2,tensorflow,0,0,0,0
F-profiler,,2,tensorflow,0,0,0,0
tensorflow-lattice-gpu,,2,tensorflow,0,0,0,0
tensorflow-graphics-gpu,,2,tensorflow,0,0,0,0
tf-livepatch-lr,tf_livepatch_lr,2,tensorflow,0,0,0,0
model_template,,2,tensorflow,0,0,0,0
scmvae,scmvae,2,tensorflow,0,0,0,0
MIDASpy,MIDASpy,2,tensorflow,0,0,0,0
Alpha-Finance,,2,tensorflow,0,0,0,0
deepconsensus,deepconsensus,2,tensorflow,0,0,2,2
hforl,hforl,3,tensorflow,0,0,1,1
nanomethphase,nanomethphase,3,tensorflow,0,0,0,0
tflab,tflab,2,tensorflow,0,0,1,1
nn-profiler,,2,tensorflow,0,0,0,0
snvoter-test,,2,tensorflow,0,0,0,0
memcnn,memcnn,2,tensorflow,2,0,10,10
AutoGAN,AutoGAN,2,tensorflow,0,0,4,4
nlp-db,,2,tensorflow,0,0,0,0
curvlearn,,2,tensorflow,0,0,0,0
visual-search-nets,searchnets,2,tensorflow,0,0,1,1
hepynet,hepynet,2,tensorflow,0,0,1,1
sem-reject,sem_reject,2,tensorflow,0,0,0,0
sem-reject,sem_reject,3,tensorflow,0,0,0,0
fxparser,,2,tensorflow,0,0,0,0
qonic-misc,qonic_misc,2,tensorflow,0,0,0,0
thc-net,,2,tensorflow,0,0,0,0
corpusflow,corpusflow,3,tensorflow,0,0,0,0
langdist,langdist,2,tensorflow,0,0,2,2
kubeflow-kale,,3,tensorflow,0,4,0,4
deepvission-nightly,deepvission,2,tensorflow,0,0,0,0
rnnchatbot,,2,tensorflow,0,0,0,0
gutenhaiku,,2,tensorflow,0,0,0,0
top2vec,top2vec,2,tensorflow,0,43,23,64
top2vec,top2vec,3,tensorflow,0,43,23,64
FCD,fcd,2,tensorflow,1,9,17,23
keras-gtar,keras_gtar,2,tensorflow,0,0,3,3
ds4n6-lib,ds4n6_lib,2,tensorflow,0,0,0,0
autogame,autogame,2,tensorflow,0,0,3,3
tfbox,tfbox,2,tensorflow,0,1,5,5
transferflow,transferflow,2,tensorflow,1,16,1,17
easierai-trainer-library,easierai_trainer_library,2,tensorflow,0,0,0,0
easierai-trainer-library,easierai_trainer_library,3,tensorflow,0,0,0,0
mr-uplift,mr_uplift,2,tensorflow,0,0,1,1
ChatbotVerse,ChatbotVerse,2,tensorflow,0,0,0,0
nlp-basictasks,nlp_basictasks,3,tensorflow,0,1,0,1
gans2,gans,3,tensorflow,0,0,48,48
meow123,,2,tensorflow,0,0,0,0
e2e-Dutch,e2edutch,2,tensorflow,0,2,3,4
hanzi-char-featurizer,hanzi_char_featurizer,2,tensorflow,0,0,2,2
somnus,somnus,2,tensorflow,0,0,1,1
tensordata,tensordata,2,tensorflow,0,4,7,11
focal-loss,,2,tensorflow,1,0,0,0
dankag,dankag,2,tensorflow,0,0,1,1
counterfactual,counterfactual,2,tensorflow,0,0,14,14
aixm,,2,tensorflow,0,0,0,0
monk-keras-cuda92,,2,tensorflow,0,0,0,0
kwgen,,2,tensorflow,0,0,0,0
numpyro-ncx2,numpyro_ncx2,3,tensorflow,0,0,0,0
nefesi,nefesi,2,tensorflow,0,0,1,1
tfaug,tfaug,3,tensorflow,0,0,1,1
tfaug,tfaug,2,tensorflow,0,0,1,1
TigerSeg,,2,tensorflow,0,0,0,0
resnet-models,resnet_models,2,tensorflow,0,0,57,57
resnet-models,resnet_models,3,tensorflow,0,0,57,57
model-engine,model_engine,2,tensorflow,0,0,16,16
S-profiler,,2,tensorflow,0,0,0,0
pyplt,pyplt,2,tensorflow,0,1,5,6
ccAF,ccAF,2,tensorflow,0,0,1,1
OCRfixr,ocrfixr,2,tensorflow,0,0,1,1
dgbpy-dm,dgbpy,2,tensorflow,0,0,0,0
inaSpeechSegmenter,inaSpeechSegmenter,2,tensorflow,0,32,35,56
spectrogram-to-audio,,3,tensorflow,0,0,0,0
spectrogram-to-audio,,2,tensorflow,0,0,0,0
tftools,,2,tensorflow,0,0,0,0
CoNSEPT,CoNSEPT,2,tensorflow,0,0,0,0
tf-encrypt,,2,tensorflow,0,0,0,0
ReiL,reil,2,tensorflow,0,0,3,3
monk-keras-cuda100-test,,2,tensorflow,0,0,0,0
castordashboard,castordashboard,3,tensorflow,0,0,0,0
PhaseNet,phasenet,2,tensorflow,0,0,0,0
napari-nucleaizer,napari_nucleaizer,3,tensorflow,0,0,0,0
waymo-open-dataset-tf-2-1-0,,2,tensorflow,1,0,0,0
backtraderbd,backtraderbd,3,tensorflow,0,0,1,1
eggdriver,eggdriver,2,tensorflow,0,4,0,4
misic,misic,2,tensorflow,1,0,0,0
tf-plan,tfplan,3,tensorflow,0,1,2,3
tf-plan,tfplan,2,tensorflow,0,1,2,3
zfit,zfit,2,tensorflow,3,0,20,20
zfit,zfit,3,tensorflow,3,0,20,20
tf-yarn,tf_yarn,2,tensorflow,0,0,4,4
dbnd-tensorflow,dbnd_tensorflow,2,tensorflow,0,0,1,1
lemay-ai-sidecar,lemay_ai_sidecar,3,tensorflow,0,0,1,1
lemay-ai-sidecar,lemay_ai_sidecar,2,tensorflow,0,0,1,1
autotime,autotime,2,tensorflow,0,0,4,4
autotime,autotime,3,tensorflow,0,0,4,4
speaker-verification,speaker_verification,2,tensorflow,0,0,2,2
dlf-nova-play-my-own-music,,3,tensorflow,0,0,0,0
rasa,,2,tensorflow,18,0,0,0
rasa,,3,tensorflow,18,0,0,0
stVAE,stvae,3,tensorflow,0,0,1,1
platonic-io,,2,tensorflow,0,0,0,0
ML-IIITL,,2,tensorflow,0,0,0,0
robo-bot,,3,tensorflow,0,0,0,0
RPAwithComputerVision,RPAwithComputerVision,2,tensorflow,0,0,0,0
ascends-toolkit,ascends,2,tensorflow,0,0,2,2
aiforce,aiforce,2,tensorflow,0,0,0,0
tensorflow-model-remediation,tensorflow_model_remediation,3,tensorflow,0,0,1,1
tensorflow-model-remediation,tensorflow_model_remediation,2,tensorflow,0,0,1,1
deepctr-torch,deepctr_torch,3,tensorflow,0,16,22,38
deepctr-torch,deepctr_torch,2,tensorflow,0,16,22,38
cvlab-keras,cvlab_keras,2,tensorflow,0,0,1,1
viasegura,viasegura,2,tensorflow,0,0,0,0
disentanglement-lib,disentanglement_lib,3,tensorflow,0,0,45,45
gryffin,,2,tensorflow,0,1,0,1
tensorbank,,2,tensorflow,0,0,0,0
deepacstrain,deepacstrain,3,tensorflow,0,0,1,1
deepacstrain,deepacstrain,2,tensorflow,0,0,1,1
tavolo,tavolo,2,tensorflow,0,1,2,2
orbis-new,ORBIS_new,2,tensorflow,0,0,0,0
thumt,thumt,2,tensorflow,0,0,45,45
upswingutil,upswingutil,2,tensorflow,0,0,0,0
gretel-synthetics,gretel_synthetics,2,tensorflow,0,7,1,8
tpml,tpml,3,tensorflow,0,0,1,1
PALS-pathway,pals,3,tensorflow,0,6,13,16
IMNN,imnn,2,tensorflow,0,0,1,1
musicntwrk,musicntwrk,2,tensorflow,0,0,0,0
maskrcnnkeras,,2,tensorflow,0,0,0,0
Flask-Image-Search,,2,tensorflow,0,0,0,0
chatchecker,chatchecker,3,tensorflow,0,0,0,0
ardiss,ardiss,3,tensorflow,0,0,1,1
ardiss,ardiss,2,tensorflow,0,0,1,1
tempeh,tempeh,2,tensorflow,1,0,9,9
moodlemlbackend,moodlemlbackend,2,tensorflow,0,0,2,2
miscnn,miscnn,2,tensorflow,0,6,8,11
miscnn,miscnn,3,tensorflow,0,6,8,11
animal-classification,,2,tensorflow,0,0,0,0
altena,altena,2,tensorflow,0,0,1,1
altena,altena,3,tensorflow,0,0,1,1
KENN2,KENN2,2,tensorflow,0,0,0,0
seq2seq-lstm,seq2seq_lstm,2,tensorflow,0,1,8,9
keras-flops,,2,tensorflow,0,0,0,0
frequency,,2,tensorflow,0,0,0,0
frequency,,3,tensorflow,0,0,0,0
deepdialog,deepdialog,2,tensorflow,0,0,2,2
chicksexer,chicksexer,2,tensorflow,0,2,11,13
DCA,dca,2,tensorflow,0,12,40,48
hypermemory,hypermemory,3,tensorflow,0,0,2,2
dashes3,,3,tensorflow,0,0,0,0
boml,boml,2,tensorflow,0,0,2,2
FolderProcessing,FolderProcessing,2,tensorflow,0,0,0,0
keras-cv-attention-models,keras_cv_attention_models,2,tensorflow,0,2,0,2
keras-cv-attention-models,keras_cv_attention_models,3,tensorflow,0,2,0,2
lottery-ticket-pruner,lottery_ticket_pruner,2,tensorflow,0,0,1,1
blml1,blml1,2,tensorflow,0,0,1,1
label-wrapper,label_wrapper,2,tensorflow,0,0,1,1
hawking,hawking,3,tensorflow,0,0,0,0
hawking,hawking,2,tensorflow,0,0,0,0
FFF-profiler,,2,tensorflow,0,0,0,0
qibo,qibo,2,tensorflow,1,2,6,8
musicnn-keras,musicnn_keras,2,tensorflow,0,0,3,3
transformer-monte-carlo,,2,tensorflow,0,0,0,0
katme,,3,tensorflow,0,0,0,0
ai-flow,ai_flow,2,tensorflow,0,0,5,5
BSPPypi3,,2,tensorflow,0,0,0,0
pyaidoop,pyaidoop,2,tensorflow,0,0,0,0
eaas,eaas,3,tensorflow,0,1,0,1
mhcflurry,mhcflurry,2,tensorflow,3,16,24,36
mhcflurry,mhcflurry,3,tensorflow,3,16,24,36
mlts,mlts,2,tensorflow,0,0,1,1
StrawberryFields-gpu,,2,tensorflow,0,0,0,0
fancy-nlp,fancy_nlp,3,tensorflow,0,0,2,2
fancy-nlp,fancy_nlp,2,tensorflow,0,0,2,2
cytopy,,2,tensorflow,0,0,0,0
deepface,deepface,2,tensorflow,3,323,193,483
deepface,deepface,3,tensorflow,3,323,193,483
waymo-open-dataset-tf-2-4-0,,2,tensorflow,0,0,0,0
rasa-chinese,rasa_chinese,3,tensorflow,0,0,1,1
alibi-detect,alibi_detect,2,tensorflow,4,45,9,52
datascience-toolkits,datascience_toolkits,4,tensorflow,0,0,0,0
datascience-toolkits,datascience_toolkits,2,tensorflow,0,0,0,0
shadowCut,shadowCut,2,tensorflow,0,0,0,0
stellargraph,stellargraph,2,tensorflow,2,87,107,177
stellargraph,stellargraph,3,tensorflow,2,87,107,177
nnabla-converter,nnabla,3,tensorflow,0,0,93,93
nnabla-converter,nnabla,2,tensorflow,0,0,93,93
recsim,recsim,3,tensorflow,0,21,12,30
recsim,recsim,2,tensorflow,0,21,12,30
abdo,,2,tensorflow,0,0,0,0
abdo,,3,tensorflow,0,0,0,0
pymedphys,,3,tensorflow,0,0,0,0
tf2-tensorflow-object-detection-api,,3,tensorflow,0,0,0,0
tf2-tensorflow-object-detection-api,,2,tensorflow,0,0,0,0
Keras-TextClassification,keras_textclassification,2,tensorflow,0,0,8,8
tf-encrypted,tf_encrypted,2,tensorflow,0,41,28,64
azureml-train-automl,,4,tensorflow,1,0,0,0
azureml-train-automl,,2,tensorflow,1,0,0,0
azureml-train-automl,,5,tensorflow,1,0,0,0
wyljpn-tfx,,2,tensorflow,0,0,0,0
wyljpn-tfx,,3,tensorflow,0,0,0,0
pl-nightly,,3,tensorflow,0,0,0,0
pl-nightly,,2,tensorflow,0,0,0,0
delft,delft,2,tensorflow,0,3,10,12
Bert2TF,,2,tensorflow,0,0,0,0
IBATS-DI-Trader,ibats_di_trader,3,tensorflow,0,0,1,1
esdap,esdap,2,tensorflow,0,0,1,1
fancylit,fancylit,3,tensorflow,0,0,0,0
cycle-prediction,cycle_prediction,2,tensorflow,0,0,1,1
tw-tradingview,,2,tensorflow,0,0,0,0
email-try3-classification,,2,tensorflow,0,0,0,0
tf-spectral,tf_spectral,2,tensorflow,0,0,1,1
viraliq,viraliq,2,tensorflow,0,0,0,0
datatracer,datatracer,3,tensorflow,0,0,2,2
flexs,flexs,2,tensorflow,0,1,1,1
pyrack,pyrack,2,tensorflow,0,0,1,1
lightelligence-model-visualization,,2,tensorflow,0,0,0,0
readyml,readyml,2,tensorflow,0,0,0,0
pedestrian-detection-ssdlite,pedestrian_detection_ssdlite,2,tensorflow,0,0,5,5
aipack,aipack,2,tensorflow,0,0,1,1
shallowgibbs-doublebackpropagation,shallowgibbs,2,tensorflow,0,0,0,0
bella-tdsa,bella,3,tensorflow,0,0,18,18
bella-tdsa,bella,2,tensorflow,0,0,18,18
color2vec,color2vec,2,tensorflow,0,0,0,0
facenet-sandberg,facenet_sandberg,2,tensorflow,0,0,5,5
farm,farm,3,tensorflow,1,0,215,215
deployml,,2,tensorflow,0,5,0,5
keras-adversarial,keras_adversarial,3,tensorflow,0,6,137,142
ntupledicts,ntupledicts,2,tensorflow,0,0,0,0
cardec,,2,tensorflow,0,0,0,0
brax,brax,3,tensorflow,1,7,0,7
